# index, _pos
32459,"array([-79.90925692, -46.58376351])"
32460,"array([ 15.54745252, -59.64474364])"
32461,"array([88.59817858, 65.45332241])"
32462,"array([-87.67642298, -53.88382955])"
32463,"array([151.5416837 ,   9.65066013])"
32464,"array([  75.96564171, -107.86204265])"
32465,"array([105.74390642, 109.8689301 ])"
32466,"array([-46.1495294 , -59.62948919])"
32467,"array([ 67.14049368, 155.32717007])"
32468,"array([-56.99844751,  75.24716473])"
32469,"array([77.22157085, 51.32127611])"
32470,"array([  39.07051145, -122.26043416])"
32471,"array([ 19.00155537, -37.70915941])"
32472,"array([145.75670206, -48.62352979])"
32473,"array([ 84.75383824, -44.24637733])"
32474,"array([  5.30607687, -38.92787467])"
32475,"array([  19.30764829, -120.83475965])"
32476,"array([-61.9455028 , -36.40848959])"
32477,"array([173.37598553,  68.24869285])"
32478,"array([ 34.6973255 , -52.95274861])"
32479,"array([107.31833455,  85.15583692])"
32480,"array([-31.12782271, 146.27989435])"
32481,"array([ 93.38533844, 105.40157143])"
32482,"array([104.83986548,  82.29531008])"
32483,"array([-104.7591369 ,  -53.11195218])"
32484,"array([151.25772939,  13.17619545])"
32485,"array([-22.85176006, 119.1475317 ])"
32486,"array([-135.98868094,    6.77994457])"
32487,"array([109.50823135, 144.30195743])"
32488,"array([ 68.4779603 , -60.85149245])"
32489,"array([-68.61546396,  35.4206581 ])"
32490,"array([ 53.82593801, -53.14852488])"
32491,"array([135.83808122, 100.76999003])"
32492,"array([-1.56566363, 17.50867808])"
32493,"array([ 90.08152542, 160.11550556])"
32494,"array([75.47085648, 97.01281672])"
32495,"array([149.63857388,  37.3823979 ])"
32496,"array([13.28554147, 75.0779029 ])"
32497,"array([   9.51136271, -163.05197032])"
32498,"array([-68.9676061 ,  33.64621231])"
32499,"array([-29.03306646,  57.13175457])"
32500,"array([170.87656605,  35.61513296])"
32501,"array([-37.49966813, -33.15716564])"
32502,"array([-81.97108647,  -2.75771848])"
32503,"array([-32.32757425, 117.64355471])"
32504,"array([104.3365968 , -25.93054551])"
32505,"array([-27.08047532, -64.71440802])"
32506,"array([ 52.62054179, -77.48276471])"
32507,"array([-46.06749024,  89.54584098])"
32508,"array([ 23.65694225, -52.84157092])"
32509,"array([123.71324706, -37.5503213 ])"
32510,"array([144.27060881, 185.40894213])"
32511,"array([-36.80229936,  23.39261183])"
32512,"array([151.49982077, 104.21593054])"
32513,"array([-60.52732973, -16.83707632])"
32514,"array([ 106.05047194, -142.18151825])"
32515,"array([117.8001648 ,  13.90579669])"
32516,"array([-64.8768632 ,  38.27555729])"
32517,"array([-9.61795377e-02,  1.72408571e+02])"
32518,"array([ 50.74575405, -58.09999108])"
32519,"array([-38.95807974, -23.06858764])"
32520,"array([-20.18809898,  75.97382734])"
32521,"array([-50.43357615, -30.64746263])"
32522,"array([  67.90668385, -149.63617196])"
32523,"array([133.94628519, -77.11145856])"
32524,"array([-73.15825141,  55.57949321])"
32525,"array([ 17.97335586, -46.31708393])"
32526,"array([126.86842603, 120.17166388])"
32527,"array([ 59.16240863, -34.01595359])"
32528,"array([ 22.4580544 , 143.83290989])"
32529,"array([ -6.73261232, 115.83797338])"
32530,"array([ -8.0381496 , -27.00206569])"
32531,"array([-26.21018419, -69.08780087])"
32532,"array([ 83.2786992 , -18.07188829])"
32533,"array([ 72.94888263, 151.26910685])"
32534,"array([-100.46563237,  -37.99279316])"
32535,"array([-31.68272992, -10.84543102])"
32536,"array([112.23725174, -25.09564377])"
32537,"array([  71.82847872, -135.6824851 ])"
32538,"array([-64.13013952,  21.17360799])"
32539,"array([97.62700433, -9.80400366])"
32540,"array([-78.64000687,  87.02490231])"
32541,"array([-42.54231438,  28.08180192])"
32542,"array([ 26.01719302, 121.10030874])"
32543,"array([46.09806988, 52.16528184])"
32544,"array([112.88386727,  55.00261926])"
32545,"array([-21.66511913, -40.40350687])"
32546,"array([ 10.28308821, 131.65638643])"
32547,"array([148.10272307,  -8.25631027])"
32548,"array([-14.57378792, -17.5492721 ])"
32549,"array([-36.13900624,  21.32367706])"
32550,"array([ 68.16272258, 132.69306447])"
32551,"array([ 49.8551254 , 136.13109091])"
32552,"array([ 93.5098684 , 102.66782256])"
32553,"array([ 96.07826089, -89.1093825 ])"
32554,"array([ 97.42847978, 132.42533821])"
32555,"array([ 14.26487051, -67.18695723])"
32556,"array([-48.5927969 , -76.60096675])"
32557,"array([ 76.09375382, 144.01737244])"
32558,"array([126.77780352, -15.47521334])"
32559,"array([ 17.72420128, -49.24020362])"
32560,"array([ -52.66680304, -103.10404896])"
32561,"array([-55.42240028, -61.92470398])"
32562,"array([  98.95152273, -125.9938262 ])"
32563,"array([ 34.66304487, -85.36197176])"
32564,"array([ 21.29894804, -64.49153664])"
32565,"array([138.95093093, -51.91017131])"
32566,"array([  6.81015993, 109.32958376])"
32567,"array([134.38389098, -33.21160495])"
32568,"array([108.00067195, -76.15042622])"
32569,"array([-77.93730659, -25.19423979])"
32570,"array([-70.15675533,  56.47626565])"
32571,"array([-71.83364668,  73.35701128])"
32572,"array([ -3.02584948, 124.8137168 ])"
32573,"array([ 80.89224008, 124.82533865])"
32574,"array([ 56.26380951, -68.93022166])"
32575,"array([ 136.38477824, -116.89168369])"
32576,"array([154.34930811, -30.68429124])"
32577,"array([ 182.13517329, -165.79084702])"
32578,"array([ 33.59272582, 157.78547805])"
32579,"array([-49.2735297 ,  89.40718487])"
32580,"array([91.72361393, 18.24050312])"
32581,"array([108.33483037,  99.04323527])"
32582,"array([   6.37846279, -120.16777409])"
32583,"array([160.41493858, -67.16354079])"
32584,"array([ 41.34134354, 149.4553516 ])"
32585,"array([190.36533464, -10.07825904])"
32586,"array([ 33.14305892, -97.0243721 ])"
32587,"array([  14.37462331, -102.25123626])"
32588,"array([1.62845843e+02, 1.56508708e-01])"
32589,"array([119.13951185,  51.67932665])"
32590,"array([-9.34531897,  5.52883631])"
32591,"array([  9.02043223, -70.74493003])"
32592,"array([ 18.88712295, 109.06704787])"
32593,"array([  45.09443637, -138.63516187])"
32594,"array([132.65193766, -39.32589556])"
32595,"array([-36.09474006, 129.43704267])"
32596,"array([110.57222356, 104.49447884])"
32597,"array([114.68553478,  62.34987132])"
32598,"array([152.34822907,  34.66378351])"
32599,"array([-52.58504136, -11.74411282])"
32600,"array([-36.41088212,  28.27013076])"
32601,"array([-61.88738447,  11.32694034])"
32602,"array([-74.46316734,  66.51205699])"
32603,"array([-10.6174195 ,  72.76175718])"
32604,"array([ 79.96008415, -20.10170854])"
32605,"array([  9.65969543, 126.296346  ])"
32606,"array([  -1.64198899, -108.81425637])"
32607,"array([ 20.62545117, 162.63900797])"
32608,"array([  63.17050369, -196.6439824 ])"
32609,"array([152.54933346, -13.75762274])"
32610,"array([66.75792128, 27.11209281])"
32611,"array([-41.24554787, 101.84665242])"
32612,"array([ -2.15284092, -48.82050391])"
32613,"array([81.2223302 , -6.48222727])"
32614,"array([58.04881108, 40.57676171])"
32615,"array([147.04118288,  18.20137337])"
32616,"array([ -43.63069744, -139.452234  ])"
32617,"array([175.81802346,  26.44468029])"
32618,"array([68.85547833, -7.57020511])"
32619,"array([ 48.77243653, -44.14988438])"
32620,"array([  31.07999433, -122.92142788])"
32621,"array([-33.45633311, -47.65242603])"
32622,"array([-45.82602083,  14.9473404 ])"
32623,"array([192.47027761, 303.25528903])"
32624,"array([ -0.41557522, 149.51674478])"
32625,"array([  2.97138298, 140.89503255])"
32626,"array([  6.86013689, 138.29636049])"
32627,"array([  89.87343862, -121.88217901])"
32628,"array([ 88.3530786 , 102.97575286])"
32629,"array([ 62.58698629, 153.22666243])"
32630,"array([-37.16527962,   7.77486083])"
32631,"array([113.40995028, -37.26339672])"
32632,"array([-32.25524539, 123.70790213])"
32633,"array([66.13474953, 57.57612844])"
32634,"array([  83.99826745, -114.68263368])"
32635,"array([88.56224269, 45.8707754 ])"
32636,"array([-59.73751594, -42.64382459])"
32637,"array([173.72174432,  34.19701386])"
32638,"array([155.08841917, -34.89960516])"
32639,"array([164.93891018,  21.04872999])"
32640,"array([199.12976569,  32.39290115])"
32641,"array([-44.65574138,  15.27531593])"
32642,"array([-41.0392712 , 158.68125965])"
32643,"array([ 19.98144025, -76.13959108])"
32644,"array([-29.29973556,  82.81920685])"
32645,"array([-62.89392248, -13.3993745 ])"
32646,"array([ 60.40658656, 151.36193256])"
32647,"array([-51.02883487,  79.46655579])"
32648,"array([123.76949181, -21.00244411])"
32649,"array([ 82.26590205, -62.15984608])"
32650,"array([-37.84202729,  59.2335321 ])"
32651,"array([ 36.53851541, 167.42851467])"
32652,"array([  6.5292407 , -91.90866247])"
32653,"array([ -7.36007819, -55.28855877])"
32654,"array([116.42592066, -18.63456127])"
32655,"array([-130.7209959 ,   32.21362871])"
32656,"array([-69.42606567,  13.63573377])"
32657,"array([190.11386427,  73.79773389])"
32658,"array([-103.06205456,   61.47602443])"
32659,"array([ 10.7734243 , 182.56792611])"
32660,"array([  47.31271476, -104.8357537 ])"
32661,"array([48.71500178, 66.66564488])"
32662,"array([121.94673315, -35.85675813])"
32663,"array([108.44955691, -67.05919375])"
32664,"array([140.91991876,  53.14071627])"
32665,"array([-24.858522  , -13.04055601])"
32666,"array([  10.62671159, -147.51004071])"
32667,"array([128.2757102 , 100.55387472])"
32668,"array([116.65941148,  92.15056475])"
32669,"array([ 38.49290533, -80.66860291])"
32670,"array([-20.96223232, -69.72687532])"
32671,"array([87.62755109, -0.11567238])"
32672,"array([ -20.90638229, -114.04403354])"
32673,"array([ 19.2460669 , -58.67449613])"
32674,"array([-11.83123564, 110.77570881])"
32675,"array([-29.38059046,  20.15766112])"
32676,"array([-11.20240134, -82.98985739])"
32677,"array([ 38.87420099, 158.48135637])"
32678,"array([103.84113371, 103.07052041])"
32679,"array([-23.09898166,  21.67176485])"
32680,"array([150.16006694, 110.87484968])"
32681,"array([ 94.74642081, 165.82061157])"
32682,"array([63.70050817, 12.97752581])"
32683,"array([-55.79344521, -71.61352375])"
32684,"array([ 83.95217906, 131.42612835])"
32685,"array([121.69182584,  91.48768309])"
32686,"array([151.93541481,  11.53910845])"
32687,"array([ 84.51513145, -85.39974462])"
32688,"array([-43.9162811 ,  27.70082216])"
32689,"array([  8.17260209, -46.04908189])"
32690,"array([ -24.62132601, -100.97656128])"
32691,"array([166.39694229,  63.65077886])"
32692,"array([136.62366661,  21.08183525])"
32693,"array([91.12309903, 63.35280548])"
32694,"array([ 79.58895953, -22.88810167])"
32695,"array([ 65.34153252, -13.41363902])"
32696,"array([-30.6074833 , -22.93127528])"
32697,"array([50.32739434, 42.23679896])"
32698,"array([ 64.59099624, -76.34391005])"
32699,"array([111.80576436, 121.86494512])"
32700,"array([-76.80487646,  60.21687813])"
32701,"array([164.14037928, -50.77640099])"
32702,"array([  0.19098958, 104.04859716])"
32703,"array([90.36600207,  0.87600145])"
32704,"array([  88.14891249, -142.33424674])"
32705,"array([ 96.67973699, 109.68577186])"
32706,"array([-33.9797801 , 114.68633976])"
32707,"array([189.0571792 ,  44.36143783])"
32708,"array([-48.65817025, 112.85883025])"
32709,"array([-64.74037614, 118.62814663])"
32710,"array([187.61253189, 253.49686381])"
32711,"array([80.93194447, 44.00757224])"
32712,"array([-42.42097102, -61.85364189])"
32713,"array([ 75.51205239, -45.67486297])"
32714,"array([122.58815002, 129.57071677])"
32715,"array([  4.23027468, 150.55899629])"
32716,"array([-77.96065687,  29.06644909])"
32717,"array([   0.35350783, -127.54016644])"
32718,"array([128.7653469 ,  20.60507392])"
32719,"array([-10.44088645, -58.76953829])"
32720,"array([ 45.58686747, -62.30727496])"
32721,"array([ 82.83003432, 117.90225374])"
32722,"array([100.14881646,  40.23165045])"
32723,"array([ -34.67799699, -128.49734801])"
32724,"array([  8.95478907, 148.3948931 ])"
32725,"array([-11.83892941,  96.30819163])"
32726,"array([-64.02966101, -37.69791365])"
32727,"array([  96.97382326, -100.97970298])"
32728,"array([  11.36524733, -107.66452296])"
32729,"array([  76.31770722, -113.71873063])"
32730,"array([-80.77730951, -29.36497793])"
32731,"array([-56.53143012,  76.67802804])"
32732,"array([169.7621195 ,  54.36936702])"
32733,"array([  40.40567009, -128.55756666])"
32734,"array([-32.32632677, 128.60631874])"
32735,"array([-38.1204691 , -79.11327255])"
32736,"array([105.22286754, 103.08480177])"
32737,"array([  31.02470073, -103.39143551])"
32738,"array([105.77255407,  85.74277645])"
32739,"array([115.13934157, -42.36690764])"
32740,"array([ 79.57045305, 129.38212135])"
32741,"array([ 80.71617028, -76.04582312])"
32742,"array([-81.71145028,  84.62336447])"
32743,"array([-55.99862178,   0.68011433])"
32744,"array([ -1.34575103, -87.85796513])"
32745,"array([ 26.05737404, -42.12750207])"
32746,"array([ 96.73636995, -99.19953009])"
32747,"array([-2.48480796, 68.40074609])"
32748,"array([-96.44015221,  -6.23027176])"
32749,"array([ 34.49399619, 132.28964794])"
32750,"array([  68.82484161, -112.82842864])"
32751,"array([ 67.9497803 , -36.55245995])"
32752,"array([-60.05968598, 117.54164241])"
32753,"array([ 77.90516541, -13.03284679])"
32754,"array([ 42.46175015, -64.68425356])"
32755,"array([104.89246684, -27.49449152])"
32756,"array([-33.40964545, 125.35629558])"
32757,"array([  73.00752211, -107.52858694])"
32758,"array([ 10.86937139, -73.39554578])"
32759,"array([143.59052191, 208.89546541])"
32760,"array([-45.99383741,  42.14554835])"
32761,"array([-18.67326658,  68.52352017])"
32762,"array([-57.79029916, -60.68275802])"
32763,"array([ 66.83643656, 123.95277667])"
32764,"array([-0.06802974, 65.12272723])"
32765,"array([116.79680577, -33.55815818])"
32766,"array([118.86983223,  95.45473256])"
32767,"array([ 101.06448996, -174.55291341])"
32768,"array([-109.49893266,  -64.12706728])"
32769,"array([67.16511155, 60.28499304])"
32770,"array([ 45.16174872, 173.82415942])"
32771,"array([ 70.72826993, -22.47317147])"
32772,"array([-33.81667452, -56.71632015])"
32773,"array([ 80.68250866, 128.53101028])"
32774,"array([-45.9091302 , -50.24853803])"
32775,"array([  89.62405081, -112.66580662])"
32776,"array([  47.30682179, -136.91985431])"
32777,"array([  1.51476085, -48.90549168])"
32778,"array([144.22335   , 114.94832536])"
32779,"array([ 24.91011585, 192.25549458])"
32780,"array([ 52.14013456, -55.66088567])"
32781,"array([ 139.70741247, -152.75303609])"
32782,"array([-41.32622558,   3.00979823])"
32783,"array([110.28942501,  80.78681612])"
32784,"array([ 80.18759126, -40.35886313])"
32785,"array([70.75079563, 54.74420042])"
32786,"array([144.6420618 , -62.31859584])"
32787,"array([-109.80370827,  -33.57035581])"
32788,"array([-68.36212665,  54.09701283])"
32789,"array([-57.71015301,  98.7392911 ])"
32790,"array([73.37824913, 33.40919223])"
32791,"array([114.73682979, -56.36417376])"
32792,"array([100.12178713, 139.82226614])"
32793,"array([  89.02668133, -102.73464953])"
32794,"array([ 21.3848115 , 107.77627377])"
32795,"array([56.99212918, 70.47321875])"
32796,"array([ 23.47465202, 128.67488839])"
32797,"array([126.47922175,  72.70717244])"
32798,"array([ 66.31694236, 176.54095406])"
32799,"array([-15.51318711,  61.25106042])"
32800,"array([113.37303715, 123.20864476])"
32801,"array([177.47661767,  27.87111451])"
32802,"array([110.87783888,  22.98722886])"
32803,"array([131.81754062,  90.08880855])"
32804,"array([110.70411948,  31.99081546])"
32805,"array([ -14.89829452, -111.10256505])"
32806,"array([57.8249261 , 64.75102713])"
32807,"array([ 83.73590003, -32.88770825])"
32808,"array([-53.89927988, -17.88965375])"
32809,"array([-11.8103355 , 135.49671719])"
32810,"array([74.8671785 , 60.81196458])"
32811,"array([-16.78594581,  66.59367574])"
32812,"array([-67.04542767,  85.7795194 ])"
32813,"array([  15.90022443, -109.92389657])"
32814,"array([  3.17786082, 120.87230797])"
32815,"array([141.35386556,  89.41961536])"
32816,"array([-19.52289375,  41.12238054])"
32817,"array([-20.81975473,  58.62348951])"
32818,"array([82.56880616, -5.58759453])"
32819,"array([10.75714567, 75.61969286])"
32820,"array([-89.86174518,  20.12464022])"
32821,"array([ 54.03227702, 154.4904163 ])"
32822,"array([134.95636314, -13.70047341])"
32823,"array([  41.04228587, -113.90538896])"
32824,"array([-51.62598806,  40.64030002])"
32825,"array([ 28.70453703, -92.57911084])"
32826,"array([-96.24703046,  66.22950731])"
32827,"array([ 49.43081295, -75.21422373])"
32828,"array([-68.07015652,  -2.07707522])"
32829,"array([-24.86723619,  49.04337082])"
32830,"array([ 38.986921  , -65.03203591])"
32831,"array([126.93759844,  63.813351  ])"
32832,"array([-34.27646171, -71.33633154])"
